Legal Entity Name,"Organization
Marketing Name","Contract
Number","Organization
Type",Plan Type,"Contract
Effective
Date",Tax Status,"Parent
Organization","CMS
Region
Responsible",Enrollment,"Legal Entity
Street","Legal Entity
Street2","Legal Entity
City","Legal
Entity
State
Code","Legal
Entity
Zip","Directory
Contact Title","Directory
Contact Last
Name","Directory
Contact
First
Name","Directory
Contact
Middle
Initial","Directory
Contact
Phone","Directory
Contact
Phone
Ext","Directory
Contact Fax",Directory Contact Email,"Directory
Contact St
Address","Directory
Contact St
Address2","Directory
Contact City","Directory
Contact
State","Directory
Contact
Zip","Directory
Contact
Last
Update",contractId,planId,pbpStatus,lastUpdatedAt,retail_pharmacy_network,mail_order_1mo_supply,mail_order_3mo_supply,insulin_retail_1mo,insulin_mail_1mo,moop_lower,moop_intermediate,moop_mandatory
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,041,Submitted,8/7/2024 10:19:32 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,042,Submitted,7/9/2024 5:06:22 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,042,Submitted,7/9/2024 5:06:22 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,043,Submitted,7/9/2024 5:36:11 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,044,Submitted,8/7/2024 10:19:40 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,044,Submitted,8/7/2024 10:19:40 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,044,Submitted,8/7/2024 10:19:40 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,045,Submitted,8/7/2024 10:19:48 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,045,Submitted,8/7/2024 10:19:47 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,045,Submitted,8/7/2024 10:19:40 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,045,Submitted,8/7/2024 10:19:40 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,046,Submitted,8/7/2024 10:19:48 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,047,Submitted,8/7/2024 10:19:48 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,047,Submitted,8/7/2024 10:19:48 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,047,Submitted,8/7/2024 10:19:48 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,048,Submitted,8/7/2024 10:19:54 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,048,Submitted,8/7/2024 10:19:57 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,048,Submitted,8/7/2024 10:19:57 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,049,Submitted,8/8/2024 4:10:50 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,049,Submitted,8/8/2024 4:10:53 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,049,Submitted,8/8/2024 4:10:54 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,050,Submitted,8/7/2024 10:19:57 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,050,Submitted,8/7/2024 10:20:02 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,050,Submitted,8/7/2024 10:19:57 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,050,Submitted,8/7/2024 10:19:57 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,051,Submitted,8/7/2024 10:20:05 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,052,Submitted,8/7/2024 10:20:06 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,052,Submitted,8/7/2024 10:20:06 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,052,Submitted,8/7/2024 10:20:06 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,052,Submitted,8/7/2024 10:20:06 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,053,Submitted,8/7/2024 10:20:11 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,054,Submitted,8/7/2024 10:20:13 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,055,Submitted,8/7/2024 10:20:14 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,056,Submitted,7/9/2024 5:06:58 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,801,Submitted,6/3/2024 2:33:25 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,802,Submitted,6/3/2024 2:33:25 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,804,Submitted,6/3/2024 2:33:25 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,805,Submitted,6/3/2024 2:33:25 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,806,Submitted,6/3/2024 2:33:31 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,807,Submitted,6/3/2024 2:33:34 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,808,Submitted,6/3/2024 2:33:28 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,809,Submitted,6/3/2024 2:33:28 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
HEALTH COMPANY","Highmark Blue Cross
Blue Shield or Highmark
Blue Shield",H3916,Local CCP,Local PPO,05/01/2003,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,272175,"120 FIFTH
AVENUE", ,PITTSBURGH,PA,15222, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,06/07/2017,H3916,810,Submitted,6/3/2024 2:33:28 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,013,Submitted,8/7/2024 10:07:34 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,029,Submitted,8/7/2024 10:07:38 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,029,Submitted,8/7/2024 10:07:38 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,030,Submitted,8/7/2024 10:07:38 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,030,Submitted,8/7/2024 10:07:38 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,031,Submitted,8/7/2024 10:07:38 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"HIGHMARK SENIOR
SOLUTIONS COMPANY","Highmark Blue Cross
Blue Shield",H5106,Local CCP,Local PPO,07/01/2005,Not-for-Profit/Non-Profit,Highmark Health,Philadelphia,23830,614 Market Street, ,Parkersburg,WV,26101, ,Service,Provider, ,1-866-588-6967, , ,resourcecenter@highmark.com,120 Fifth Ave, ,Pittsburgh,PA,15222,12/20/2022,H5106,031,Submitted,8/7/2024 10:07:42 AM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
